	Glc assay, value 1 in mg/l	Glc assay, value 2 in mg/l	mean, mg/l	dilution factor	undiluted glc concentration in mg/l	
F10.0	11.55	11.65	11.60	400	4639.5148008023
F10.1	17.30	16.94	17.12	400	6847.7617253048
F10.2	47.02	45.75	46.38	400	18553.8388778036
F10.3	37.30	36.67	36.99	200	7397.1524037585
F10.4	34.44	33.81	34.13	200	6825.3442573791
F10.5	49.00	47.25	48.13	133	6400.6695763294
F10.6	26.31	24.23	25.27	133	3361.1219418633
F10.7	20.75	20.88	20.82	133	2768.4025778645

