Plate	Sample after	Position (x)	Position (y)	Absorption (dimensionless) at 418 nm	Absorption (dimensionless) at 480 nm	Absorption difference	Calculated glucose in mg/l	Dilution factor	Glucose concentration in mg/l (undiluted)
IS1r2rez	Hydrolysis	10	F	0.214421	0.0491184	0.1653026	5.5985505848	1	5.6
IS1r2rez	Hydrolysis	11	F	0.0726379	0.040544	0.0320939	1.1829485972	1	1.2
IS1r2rez	Hydrolysis	12	F	0.197245	0.048593	0.148652	5.046616496	1	5.0
IS1r2rez	Hydrolysis	1	G	0.0653806	0.0390278	0.0263528	0.9926426144	1	1.0
IS1r2rez	Hydrolysis	2	G	0.0623217	0.0385575	0.0237642	0.9068357016	1	0.9
IS1r2rez	Hydrolysis	3	G	0.354883	0.0568998	0.2979832	9.9966471136	1	10.0
IS1r2rez	Hydrolysis	4	G	0.191697	0.0466936	0.1450034	4.9256727032	1	4.9
IS1r2rez	Hydrolysis	5	G	0.238777	0.0504776	0.1882994	6.3608485112	1	6.4
IS1r2rez	Hydrolysis	6	G	0.0720877	0.0390949	0.0329928	1.2127453344	1	1.2
IS1r2rez	Hydrolysis	7	G	0.639409	0.0751327	0.5642763	18.8237307924	1	18.8
IS1r2rez	Hydrolysis	8	G	0.174603	0.0494336	0.1251694	4.2682152712	1	4.3
IS1r2rez	Hydrolysis	9	G	0.0852715	0.0400466	0.0452249	1.6182149852	1	1.6
IS1r2rez	Hydrolysis	10	G	0.159095	0.04495	0.114145	3.90277846	1	3.9
IS1r2rez	Hydrolysis	11	G	0.279963	0.0534867	0.2264763	7.6263363924	1	7.6
IS1r2rez	Hydrolysis	12	G	0.103457	0.0425893	0.0608677	2.1367425196	1	2.1
IS1r2rez	Hydrolysis	1	H	0.0549572	0.0375665	0.0173907	0.6955669236	1	0.7
IS1r2rez	Hydrolysis	2	H	0.0556653	0.038095	0.0175703	0.7015203044	1	0.7
IS1r2rez	Hydrolysis	3	H	0.0575306	0.0385012	0.0190294	0.7498865512	1	0.7
IS1r2rez	Hydrolysis	4	H	0.0581538	0.0384969	0.0196569	0.7706869212	1	0.8
IS1r2rez	Hydrolysis	5	H	0.0585778	0.0383033	0.0202745	0.791159126	1	0.8
IS1r2rez	Hydrolysis	6	H	0.0580201	0.039219	0.0188011	0.7423188628	1	0.7
IS1r2rez	Hydrolysis	7	H	0.0572146	0.0381254	0.0190892	0.7518688016	1	0.8
IS1r2rez	Hydrolysis	8	H	0.0579313	0.0391356	0.0187957	0.7421398636	1	0.7
IS1r2rez	Hydrolysis	9	H	0.468427	0.0643707	0.4040563	13.5127582324	1	13.5
IS1r2rez	Hydrolysis	10	H	0.572919	0.0713872	0.5015318	16.7438761064	1	16.7
IS1r2rez	Hydrolysis	11	H	0.541838	0.0702244	0.4716136	15.7521476128	1	15.8
IS1r2rez	Hydrolysis	12	H	0.657499	0.0771301	0.5803689	19.3571682972	1	19.4

